CCTV,#genre#
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV16,http://39.135.138.58:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV1,http://tt-live.bestvcdn.com.cn/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV2,http://tt-live.bestvcdn.com.cn/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV3,http://tt-live.bestvcdn.com.cn/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV4,http://tt-live.bestvcdn.com.cn/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV5,http://tt-live.bestvcdn.com.cn/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV6,http://tt-live.bestvcdn.com.cn/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV7,http://tt-live.bestvcdn.com.cn/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV8,http://tt-live.bestvcdn.com.cn/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV9,http://tt-live.bestvcdn.com.cn/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV10,http://tt-live.bestvcdn.com.cn/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV11,http://tt-live.bestvcdn.com.cn/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV12,http://tt-live.bestvcdn.com.cn/live/program/live/cctv12hd8m/8000000/mnf.m3u8
CCTV13,http://tt-live.bestvcdn.com.cn/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV14,http://tt-live.bestvcdn.com.cn/live/program/live/cctvsehd8m/8000000/mnf.m3u8
CCTV15,http://tt-live.bestvcdn.com.cn/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV16,http://tt-live.bestvcdn.com.cn/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV17,http://tt-live.bestvcdn.com.cn/live/program/live/cctv17hd8m/8000000/mnf.m3u8
CCTV5+,http://tt-live.bestvcdn.com.cn/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV1,http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8
CCTV2,http://39.184.224.99:9080/newlive/live/hls/2/live.m3u8
CCTV3,http://39.184.224.99:9080/newlive/live/hls/3/live.m3u8
CCTV4,http://39.184.224.99:9080/newlive/live/hls/4/live.m3u8
CCTV5,http://39.184.224.99:9080/newlive/live/hls/5/live.m3u8
CCTV6,http://39.184.224.99:9080/newlive/live/hls/6/live.m3u8
CCTV7,http://39.184.224.99:9080/newlive/live/hls/7/live.m3u8
CCTV8,http://39.184.224.99:9080/newlive/live/hls/8/live.m3u8
CCTV9,http://39.184.224.99:9080/newlive/live/hls/9/live.m3u8
CCTV10,http://39.184.224.99:9080/newlive/live/hls/10/live.m3u8
CCTV11,http://39.184.224.99:9080/newlive/live/hls/11/live.m3u8
CCTV12,http://39.184.224.99:9080/newlive/live/hls/12/live.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV14,http://39.184.224.99:9080/newlive/live/hls/14/live.m3u8
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8
CCTV16,http://117.169.124.149:8080/live/HD-4000k-1080P-cctv16/1.m3u8
CCTV17,http://39.184.224.99:9080/newlive/live/hls/17/live.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV1,http://218.29.55.44:808/hls/1/index.m3u8
CCTV2,http://218.29.55.44:808/hls/2/index.m3u8
CCTV3,http://218.29.55.44:808/hls/3/index.m3u8
CCTV4,http://218.29.55.44:808/hls/4/index.m3u8
CCTV5,http://218.29.55.44:808/hls/5/index.m3u8
CCTV6,http://218.29.55.44:808/hls/6/index.m3u8
CCTV7,http://218.29.55.44:808/hls/7/index.m3u8
CCTV8,http://218.29.55.44:808/hls/8/index.m3u8
CCTV9,http://218.29.55.44:808/hls/9/index.m3u8
CCTV10,http://218.29.55.44:808/hls/10/index.m3u8
CCTV11,http://218.29.55.44:808/hls/11/index.m3u8
CCTV12,http://218.29.55.44:808/hls/12/index.m3u8
CCTV13,http://218.29.55.44:808/hls/13/index.m3u8
CCTV14,http://218.29.55.44:808/hls/14/index.m3u8
CCTV15,http://218.29.55.44:808/hls/24/index.m3u8
CCTV-1 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
CCTV-2 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
CCTV-3 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV-4 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
CCTV-5 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV-6 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV-7 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
CCTV-8 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV-9 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV-10 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV-11 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV-12 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
CCTV-13 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctvnewsHD/__op/default/__f/index.m3u8
CCTV-14 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV-15 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV-16 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV-17 ,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CCTV电视指南,http://218.17.216.102:9901/tsfile/live/1064_1.m3u8
CCTV风云足球,http://218.17.216.102:9901/tsfile/live/1065_1.m3u8
CCTV怀旧剧场,http://218.17.216.102:9901/tsfile/live/1069_1.m3u8
CCTV风云剧场,http://218.17.216.102:9901/tsfile/live/1070_1.m3u8
CCTV央视台球,http://218.17.216.102:9901/tsfile/live/1066_1.m3u8
CCTV央视文化,http://218.17.216.102:9901/tsfile/live/1071_1.m3u8
CCTV兵器科技,http://218.17.216.102:9901/tsfile/live/1027_1.m3u8
CCTV第一剧场,http://218.17.216.102:9901/tsfile/live/1072_1.m3u8
CCTV风云音乐,http://218.17.216.102:9901/tsfile/live/1073_1.m3u8
CCTV世界地理,http://218.17.216.102:9901/tsfile/live/1068_1.m3u8
CETV1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/1300000/mnf.m3u8
CETV2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8

常看部分,#genre#
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.184.224.99:9080/newlive/live/hls/6/live.m3u8
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
峨眉电影,http://182.151.211.171:808/hls/58/index.m3u8
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225918/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
翡翠台,http://pull-l3-cny.douyincdn.com/live/1f41fa6570c0c2fe39fef0752f76de81.m3u8
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,http://23.237.10.66:16410
翡翠台,http://120.84.96.96:808/hls/25/index.m3u8
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/n90gt
斗鱼周末电影院,https://epg.112114.xyz/douyu/3637726

卫视综合,#genre#
峨眉电影,http://112.19.214.90:8883/tsfile/live/1004_1.m3u8
峨眉电影,http://182.151.211.171:808/hls/58/index.m3u8
西昌综合,http://103.252.251.199:18085/hls/xichangweishi.m3u8?zsicd
西昌综合,http://103.252.251.199:18085/hls/xichangweishi.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8?zsicd
凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8?zsicd
深圳卫视,http://tt-live.bestvcdn.com.cn/live/program/live/szwshd8m/8000000/mnf.m3u8
江苏卫视,http://tt-live.bestvcdn.com.cn/live/program/live/jswshd8m/8000000/mnf.m3u8
江西卫视,http://tt-live.bestvcdn.com.cn/live/program/live/jxws8m/8000000/mnf.m3u8
甘肃卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gswshd8m/8000000/mnf.m3u8
广东卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gdwshd8m/8000000/mnf.m3u8
广西卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gxwshd8m/8000000/mnf.m3u8
贵州卫视,http://tt-live.bestvcdn.com.cn/live/program/live/gzwshd8m/8000000/mnf.m3u8
海南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hainanwshd8m/8000000/mnf.m3u8
河北卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hbwshd8m/8000000/mnf.m3u8
河南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hnwshd8m/8000000/mnf.m3u8
湖北卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hubeiws8m/8000000/mnf.m3u8
湖南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/hunanwshd8m/8000000/mnf.m3u8安徽卫视,http://tt-live.bestvcdn.com.cn/live/program/live/ahwshd8m/8000000/mnf.m3u8
北京卫视,http://tt-live.bestvcdn.com.cn/live/program/live/bjwshd8m/8000000/mnf.m3u8
东方卫视,http://tt-live.bestvcdn.com.cn/live/program/live/dfwshd8m/8000000/mnf.m3u8
东方影视,http://tt-live.bestvcdn.com.cn/live/program/live/dfyshd8m/8000000/mnf.m3u8
东南卫视,http://tt-live.bestvcdn.com.cn/live/program/live/dnwshd8m/8000000/mnf.m3u8
翡翠台,http://pull-l3-cny.douyincdn.com/live/1f41fa6570c0c2fe39fef0752f76de81.m3u8
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,http://23.237.10.66:16410
翡翠台,http://120.84.96.96:808/hls/25/index.m3u8
TVB明珠台,http://pull-l3-cny.douyincdn.com/live/81c6196a626a87b4bc7a81d032b0bf7f.m3u8
TVB明珠台,http://pull-l3-cny.douyincdn.com/live/81c6196a626a87b4bc7a81d032b0bf7f.m3u8
TVB华丽台,http://pull-l3-cny.douyincdn.com/live/8f0f5b53f8ad921929fc9ac8771cbd82.m3u8
TVB华丽台,http://pull-l3-cny.douyincdn.com/live/8f0f5b53f8ad921929fc9ac8771cbd82.m3u8
TVBS亚洲台,http://pull-l3-cny.douyincdn.com/live/9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
湖南卫视,http://39.184.224.99:9080/newlive/live/hls/18/live.m3u8
东方卫视,http://39.184.224.99:9080/newlive/live/hls/19/live.m3u8
江苏卫视,http://39.184.224.99:9080/newlive/live/hls/20/live.m3u8
北京卫视,http://39.184.224.99:9080/newlive/live/hls/21/live.m3u8
深圳卫视,http://39.184.224.99:9080/newlive/live/hls/22/live.m3u8
广东卫视,http://39.184.224.99:9080/newlive/live/hls/23/live.m3u8
天津卫视,http://39.184.224.99:9080/newlive/live/hls/24/live.m3u8
山东卫视,http://39.184.224.99:9080/newlive/live/hls/25/live.m3u8
湖北卫视,http://39.184.224.99:9080/newlive/live/hls/26/live.m3u8
黑龙江卫视,http://39.184.224.99:9080/newlive/live/hls/27/live.m3u8
重庆卫视,http://39.184.224.99:9080/newlive/live/hls/28/live.m3u8
辽宁卫视,http://39.184.224.99:9080/newlive/live/hls/29/live.m3u8
安徽卫视,http://39.184.224.99:9080/newlive/live/hls/30/live.m3u8
江西卫视,http://39.184.224.99:9080/newlive/live/hls/31/live.m3u8
河南卫视,http://39.184.224.99:9080/newlive/live/hls/32/live.m3u8
四川卫视,http://39.184.224.99:9080/newlive/live/hls/33/live.m3u8
东南卫视,http://39.184.224.99:9080/newlive/live/hls/34/live.m3u8
广西卫视,http://39.184.224.99:9080/newlive/live/hls/35/live.m3u8
河北卫视,http://39.184.224.99:9080/newlive/live/hls/36/live.m3u8
山西卫视,http://39.184.224.99:9080/newlive/live/hls/37/live.m3u8
陕西卫视,http://39.184.224.99:9080/newlive/live/hls/38/live.m3u8
贵州卫视,http://39.184.224.99:9080/newlive/live/hls/39/live.m3u8
青海卫视,http://39.184.224.99:9080/newlive/live/hls/40/live.m3u8
宁夏卫视,http://39.184.224.99:9080/newlive/live/hls/41/live.m3u8
甘肃卫视,http://39.184.224.99:9080/newlive/live/hls/42/live.m3u8
吉林卫视,http://39.184.224.99:9080/newlive/live/hls/43/live.m3u8
内蒙古卫视,http://39.184.224.99:9080/newlive/live/hls/44/live.m3u8
新疆卫视,http://39.184.224.99:9080/newlive/live/hls/45/live.m3u8
西藏卫视,http://39.184.224.99:9080/newlive/live/hls/46/live.m3u8
云南卫视,http://39.184.224.99:9080/newlive/live/hls/47/live.m3u8
爱喜剧,http://39.184.224.99:9080/newlive/live/hls/55/live.m3u8
爱科幻,http://39.184.224.99:9080/newlive/live/hls/56/live.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
安徽卫视,http://121.51.249.45/live1.ahtv.cn/ahws/hd/live.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,https://hwapi.yunshicloud.com/8xughf/e0bx15.m3u8?tk=3ea2490de3fb10f9937aad28daaed3d5&t=NaN
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://117.169.120.140:8080/live/gansustv/.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
厦门卫视,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/xmws/1300000/mnf.m3u8
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
兵团卫视,http://222.175.159.226:808/hls/76/index.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
安多卫视,http://183.207.248.34/PLTV/4/224/3221226999/1.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd
河南卫视,http://218.29.55.44:808/hls/16/index.m3u8
浙江卫视,http://218.29.55.44:808/hls/26/index.m3u8
湖南卫视,http://218.29.55.44:808/hls/27/index.m3u8
江苏卫视,http://218.29.55.44:808/hls/28/index.m3u8
北京卫视,http://218.29.55.44:808/hls/29/index.m3u8
广东卫视,http://218.29.55.44:808/hls/30/index.m3u8
黑龙江卫视,http://218.29.55.44:808/hls/31/index.m3u8
山东卫视,http://218.29.55.44:808/hls/32/index.m3u8
安徽卫视,http://218.29.55.44:808/hls/33/index.m3u8
辽宁卫视,http://218.29.55.44:808/hls/34/index.m3u8
贵州卫视,http://218.29.55.44:808/hls/36/index.m3u8
河北卫视,http://218.29.55.44:808/hls/37/index.m3u8
江西卫视,http://218.29.55.44:808/hls/38/index.m3u8
深圳卫视,http://218.29.55.44:808/hls/39/index.m3u8
四川卫视,http://218.29.55.44:808/hls/40/index.m3u8
湖北卫视,http://218.29.55.44:808/hls/41/index.m3u8
天津卫视,http://218.29.55.44:808/hls/42/index.m3u8
云南卫视,http://218.29.55.44:808/hls/43/index.m3u8
重庆卫视,http://218.29.55.44:808/hls/44/index.m3u8
吉林卫视,http://218.29.55.44:808/hls/45/index.m3u8
东南卫视,http://218.29.55.44:808/hls/49/index.m3u8
陕西卫视,http://218.29.55.44:808/hls/35/index.m3u8
宁夏卫视,http://218.29.55.44:808/hls/46/index.m3u8
广西卫视,http://218.29.55.44:808/hls/47/index.m3u8
甘肃卫视,http://218.29.55.44:808/hls/48/index.m3u8
内蒙古卫视,http://218.29.55.44:808/hls/50/index.m3u8
山西卫视,http://218.29.55.44:808/hls/51/index.m3u8
青海卫视,http://218.29.55.44:808/hls/52/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
哈哈炫动,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8?zweimd
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
